lot_id,code,status,entry_date,closed_at,realized_pnl_cents,candidate_id,split
719fe10219d58edad763b3f8e2292fe7e417ea487601dfe03ecee63d38e59067,600000.SH,CLOSED,20260223,20260225,229196,M0_MOMENTUM,validation
e1736374d08c95e1b28e06a0225988434ecd279d42a96101321de109a1fa16bd,300001.SZ,CLOSED,20260223,20260225,-44517,M0_MOMENTUM,validation
1171a47a03e68a364d36c112a3279b84c50cf578ca23368c7e1970c1ea7764ab,000001.SZ,CLOSED,20260225,20260303,-240517,M0_MOMENTUM,validation
321252404b57b76b72c6f67734a6c1de754ce989f08269d0128dacc837bc2be6,600000.SH,CLOSED,20260226,20260302,-44798,M0_MOMENTUM,validation
b305a7d1ef27b08a9cb373583f616c65d2fb3b2808628d71e613cef1a30d6579,688001.SH,CLOSED,20260226,20260305,-59470,M0_MOMENTUM,validation
e5133bd714271576e9c9744a4569b552738b91691a41527b09254fdbcc88a26b,601398.SH,CLOSED,20260226,20260304,-34841,M0_MOMENTUM,validation
11b5135eb879ad0d595d221d8f16ea9477f2d5afdd9a0d5366de1114551284f4,300001.SZ,CLOSED,20260304,20260309,-128483,M0_MOMENTUM,validation
1abb72c00388457a9c5700465493cf76a5e9b16aa98406556a8f2f97ba3223f3,000002.SZ,CLOSED,20260304,20260311,-188033,M0_MOMENTUM,validation
1fa52740677b682bd0d0dcbf52f8c0738880fd1b179c519c07c5feabc6aca15a,600000.SH,CLOSED,20260305,20260310,-8147,M0_MOMENTUM,validation
c258f204a3cf7cc08c3bbb032a114688c815d155dbb0d70115e692e546ff11be,000001.SZ,CLOSED,20260305,20260309,-120125,M0_MOMENTUM,validation
ed2656fc02b45d552cc3048c5c214f1cd29db0bf9697f64ce8f7a22e54220930,000002.SZ,CLOSED,20260305,20260312,-104743,M0_MOMENTUM,validation
554ea270ce77338321b1737cfd01f486f38f624f2a1b9988930cf78c91f3c597,300001.SZ,CLOSED,20260306,20260310,26129,M0_MOMENTUM,validation
561b2c02de4aa726ccf450a6e7fe9226ac0e2d0fc6a61a8733617a9a03bdd814,000002.SZ,CLOSED,20260306,20260312,-9920,M0_MOMENTUM,validation
831a41d93cab3017b65f23a18f72086e9122791168ed5aa138bf1abbfac55004,000001.SZ,CLOSED,20260306,20260310,150160,M0_MOMENTUM,validation
2bc8cde22ed33c7692bf0c731b6a0a70278615ed0b03a81164e08b0a027c0d4a,300001.SZ,CLOSED,20260311,20260313,2602,M0_MOMENTUM,validation
cc085f4653e0805514879c64373df44ae5fc9d5bfd7d0e12a2044d6d04ed9004,000001.SZ,CLOSED,20260311,20260313,55885,M0_MOMENTUM,validation
f05a227b11fe12e5b9eb1a10e424d497e21dbd42c4fa38b0e57cfa1304c64c36,688001.SH,CLOSED,20260311,20260313,-56645,M0_MOMENTUM,validation
4960bab6115c1e1468ccc527d280bb055cb736c5b34f77e71f0b629aa3272c74,601398.SH,CLOSED,20260316,20260323,-121894,M0_MOMENTUM,validation
e4bdb5d62767c77375eba747f1413a1fb8a4a5110af4032cb268420495be0b81,600000.SH,CLOSED,20260316,20260323,188070,M0_MOMENTUM,validation
08a8ed46eee82c338f9059c608b11092cfcd27c24fd239af7e291ce9b33be2ac,688001.SH,CLOSED,20251226,20251230,-13933,LEGACY_SIGNAL_EXEC_V2,validation
3a87613d4120451dd054a3073931ebc14dc212e23e1ce44529effc5434f11d99,000001.SZ,CLOSED,20251226,20251230,155928,LEGACY_SIGNAL_EXEC_V2,validation
7f8e89f17aa15dd74a32dc4be341bcad331fef12adb125a347201174d141fc02,000001.SZ,CLOSED,20251231,20260105,-110551,LEGACY_SIGNAL_EXEC_V2,validation
e78e897976a651d6ec839fe5841599e1f4cd922793d0421e661a91a69e853034,688001.SH,CLOSED,20251231,20260102,-299110,LEGACY_SIGNAL_EXEC_V2,validation
03fced1fba6d574b68e66f1ee24c93f71bd8bb06140757b59fa24ee8af7f6efd,000002.SZ,CLOSED,20260101,20260106,-216177,LEGACY_SIGNAL_EXEC_V2,validation
0938c8f770ce6305904b8dd32d9035e21807b5a8763a7a40d4bf4352f69b470f,300001.SZ,CLOSED,20260101,20260105,-87137,LEGACY_SIGNAL_EXEC_V2,validation
39c9caf435eec48a7ff5a6396ac01b094956fb9a3b02a637c60089ccd59cb751,000001.SZ,CLOSED,20260102,20260106,1999,LEGACY_SIGNAL_EXEC_V2,validation
080be7d74ec5d6cdddc24f18fa4aaf101e2b40acd0ee13606546e58800eb4906,000002.SZ,CLOSED,20260108,20260113,-233943,LEGACY_SIGNAL_EXEC_V2,validation
ad626b081478f61f7b16e6c2a8410d3524df1af2f07bf8e3600570ece3585d24,601398.SH,CLOSED,20260108,20260115,-46218,LEGACY_SIGNAL_EXEC_V2,validation
a8ce683c3bdf2f3eb17ddb418ebe27063bab3bad4fc6b8594a750f03948ed332,601398.SH,CLOSED,20260109,20260115,-52018,LEGACY_SIGNAL_EXEC_V2,validation
fac0f52ce3e7b4fd81fe94a73120c052becbac7d1fe559cc2332b6eaddf8370a,000002.SZ,CLOSED,20260109,20260113,-65717,LEGACY_SIGNAL_EXEC_V2,validation
aed83df447bdb03c879fe1d7a1a853c261d8d9e6c5d3c2e833d4be624c33b953,000001.SZ,CLOSED,20260112,20260119,199856,LEGACY_SIGNAL_EXEC_V2,validation
40d44ade2e48c3509bf866ce349fa2bcc4c90859e164d605cecae5a4dc34a5f0,600000.SH,CLOSED,20260113,20260116,-1483,LEGACY_SIGNAL_EXEC_V2,validation
97302c7e9f40b915bcde56dd8c0d92c265edd5e47f126c5fedbc7c3dd2b99486,000001.SZ,CLOSED,20260114,20260119,61709,LEGACY_SIGNAL_EXEC_V2,validation
84b3263206820b619b62d7c8fffc608bbb0791ebed69a8ec32282ed93cc0365b,000002.SZ,CLOSED,20260115,20260119,-116815,LEGACY_SIGNAL_EXEC_V2,validation
fd31ad531a5a435ca12775809180e31a69132f1aee0b601b359873c40c36f94e,000001.SZ,CLOSED,20260115,20260119,217,LEGACY_SIGNAL_EXEC_V2,validation
120a816e75ae40ec0a83cc6d9e3e84ca357e5a67e1b83cd549415a59f26cf95c,000002.SZ,CLOSED,20260116,20260120,115439,LEGACY_SIGNAL_EXEC_V2,validation
6e53ef3f38b6ff90d8ac0b15a445bdd6549be38f60e16fa12972cdc4163c155c,601398.SH,CLOSED,20260116,20260123,119910,LEGACY_SIGNAL_EXEC_V2,validation
57bf02c9e5f3ebc40d1304f51dc7bdd317d7fb7f457fd4b8553528e99ee0c49a,300001.SZ,CLOSED,20260120,20260122,-120480,LEGACY_SIGNAL_EXEC_V2,validation
bdb0af0ad891fbee490b1dbdc25e640fda150dc47573314aeff5fb697e49827f,000001.SZ,CLOSED,20260120,20260122,-822,LEGACY_SIGNAL_EXEC_V2,validation
dfd2421f89fe1281617c0344d19eec17b6d726aa9dea40e07f4acad0d6f81bb2,601398.SH,CLOSED,20260120,20260127,5020,LEGACY_SIGNAL_EXEC_V2,validation
298160ec0451f97c14dcca6f16398ffa76e81ca36541262699cfe7bf723c7156,601398.SH,CLOSED,20260123,20260129,-75679,LEGACY_SIGNAL_EXEC_V2,validation
1965ca3ebdb214e15071d85fcc4607f8f10ac484712444135623fe63fd308550,688001.SH,CLOSED,20260126,20260129,-13823,LEGACY_SIGNAL_EXEC_V2,validation
6fb8504689d4656b77ccc92b03604c7212a3cc3b2a4c7e9fd0ba68e34257864a,601398.SH,CLOSED,20260126,20260129,5942,LEGACY_SIGNAL_EXEC_V2,validation
e149aa69919fcece124a3af60692385bf8ed414b467b7757db03ab5442b79eeb,000002.SZ,CLOSED,20260126,20260130,140385,LEGACY_SIGNAL_EXEC_V2,validation
713187df9076c4d626909deaec7f6760ec4e8c3a8a0f9cfa3afa4892c7774677,000001.SZ,CLOSED,20260127,20260130,-12755,LEGACY_SIGNAL_EXEC_V2,validation
b480e43de8ce9182e17fb5d9f9609eaea32f7acc9c3cba9c73a1ced949f5e900,000001.SZ,CLOSED,20260129,20260202,3747,LEGACY_SIGNAL_EXEC_V2,validation
4d2794ede36c3dd1524ba658fd200d7114827e5cee2454787c1226fe0b23e533,601398.SH,CLOSED,20260130,20260204,-76419,LEGACY_SIGNAL_EXEC_V2,validation
93795b9f7e487a965bcc341a81046e337014e9d394e6620e4550c29e02d3f59e,600000.SH,CLOSED,20260130,20260203,-121214,LEGACY_SIGNAL_EXEC_V2,validation
9185afef0b9032f06390e97b3b1d6e745ad97e2377ae2e5e02190163bf3be0da,300001.SZ,CLOSED,20260205,20260211,224909,LEGACY_SIGNAL_EXEC_V2,validation
e759801828f99ffcdc15c5cb8c420968b12b7ca8572716a2c55636fd52613423,000001.SZ,CLOSED,20260205,20260209,-598,LEGACY_SIGNAL_EXEC_V2,validation
8dc63a08bff774ea48286c327fb92ac068aacb2ef35d519656de7c2332b72b74,300001.SZ,CLOSED,20260209,20260211,-35312,LEGACY_SIGNAL_EXEC_V2,validation
2e71ad6aabd5353a65ff06e95caac0ebc268092e48bc0c59ca2678018847a03c,688001.SH,CLOSED,20260211,20260217,-81315,LEGACY_SIGNAL_EXEC_V2,validation
76e5a1d848aee9e2f68038cc1b2e532818c6da7d156dcd76d6bb54c1044e4e8f,601398.SH,CLOSED,20260211,20260213,-145649,LEGACY_SIGNAL_EXEC_V2,validation
0529988f219e8a6fedd6bd5a4eeb7d0a747c43e0ccdc6d46f806aada39e926bc,000002.SZ,CLOSED,20260212,20260218,135018,LEGACY_SIGNAL_EXEC_V2,validation
64b2bc638180dd790ca0c8584c34d6a232627c71eb9f28d858d0cd204bd7abc7,000001.SZ,CLOSED,20260212,20260217,-6236,LEGACY_SIGNAL_EXEC_V2,validation
17191d1cffefec1ec8697a21540e98a42eeb23049b406bc9a09acfa31459ec6d,000001.SZ,CLOSED,20260213,20260217,5162,LEGACY_SIGNAL_EXEC_V2,validation
0d5f5d87fa2dd3c48930d04144155f0c1483aded92dac74f7d16ce4017635b1a,000001.SZ,CLOSED,20260216,20260219,-11084,LEGACY_SIGNAL_EXEC_V2,validation
abb8be65d588e0578dd43bc3f15f8011d95a2b862f9bd448ec65f8298660d47e,000002.SZ,CLOSED,20260216,20260218,-115932,LEGACY_SIGNAL_EXEC_V2,validation
ee90c61d5dd88d843a8fb64a32ab8e8dce80a04150449a2a09e20a970ead15a6,000002.SZ,CLOSED,20260217,20260219,-3250,LEGACY_SIGNAL_EXEC_V2,validation
8421dd25dad018a6b8b2222782d7d6ac8fcaf14de635c1c6e711e74b182a3357,601398.SH,CLOSED,20260218,20260220,98794,LEGACY_SIGNAL_EXEC_V2,validation
f27b0f71f356d6f38d00a9edcc89450d6d1af3f3d34bbff2f6392437f1928a2a,000001.SZ,CLOSED,20260218,20260220,-119132,LEGACY_SIGNAL_EXEC_V2,validation
2083b61a16a6c055e2e63b51af954df344a0fc626116f273e9ca54b7142eaac2,688001.SH,CLOSED,20260223,20260225,3458,LEGACY_SIGNAL_EXEC_V2,validation
4ce347f01ee4df93602331f82e6c56859c8c4fce17ad265eb45f5a5e9dc0a9ad,600000.SH,CLOSED,20260223,20260225,217133,LEGACY_SIGNAL_EXEC_V2,validation
b1f4cb82187d47116b65e7d4d00e7a75aeeb0ba7850df9d57479d0c2c88a7c1f,000001.SZ,CLOSED,20260225,20260227,-43847,LEGACY_SIGNAL_EXEC_V2,validation
6aa5039381edfa52a4aaf8548688ff2e0277bbaf327e0fef6483576ecff0a05c,000002.SZ,CLOSED,20260226,20260302,61864,LEGACY_SIGNAL_EXEC_V2,validation
77778e960cf856cc56f656e3c95f29663f2e2edde077eeb48c4e624041a69984,000001.SZ,CLOSED,20260226,20260303,-72447,LEGACY_SIGNAL_EXEC_V2,validation
a502932d456139f4159f0e0efa64d66ecaf6d6f4fdb208351fb61f78405a768b,601398.SH,CLOSED,20260226,20260302,-17109,LEGACY_SIGNAL_EXEC_V2,validation
d95979f01e42095e59974c390630eaff7c5590cbe20d0a9ed3285584eadc3dba,600000.SH,CLOSED,20260226,20260302,-42163,LEGACY_SIGNAL_EXEC_V2,validation
d271d52bc4b4714d6eea93f2e5dd3963a73178573ed7bdeb4f559edf38465e36,300001.SZ,CLOSED,20260227,20260303,-2864,LEGACY_SIGNAL_EXEC_V2,validation
468f21ebaa1bf4b3cb7056c6d5640371315ef0fee640d8a68556515d7ee847fb,600000.SH,CLOSED,20260304,20260306,77680,LEGACY_SIGNAL_EXEC_V2,validation
5cb340c39c62f0ba0838019adc4d296e9e9e851f96c09ca15c97198ca5f6e396,688001.SH,CLOSED,20260304,20260309,23691,LEGACY_SIGNAL_EXEC_V2,validation
7bfbd6351cd103a4939c4179c39d7970a76822722829777e8d17fa8dfa048eb7,000002.SZ,CLOSED,20260304,20260306,-98895,LEGACY_SIGNAL_EXEC_V2,validation
f9a29c4e7d575476a6812f88ac7ee06ac5f66f6641a26f30882de6789b99ea37,300001.SZ,CLOSED,20260304,20260306,-211962,LEGACY_SIGNAL_EXEC_V2,validation
c685d9463cee745dbe21f8b5621b80e28b51062705ebacb0f4f840db58eba2ea,601398.SH,CLOSED,20260306,20260310,1406,LEGACY_SIGNAL_EXEC_V2,validation
0a3d1c8a2278e8f0dccea69d7cf893236b4d7ddc7dceeac79b5cdb855196c573,600000.SH,CLOSED,20260309,20260311,-107887,LEGACY_SIGNAL_EXEC_V2,validation
06a3e1678346fe9e6308c74d82e80f920a31d53875c7083fc80211d5d5485aa5,000001.SZ,CLOSED,20260311,20260313,53224,LEGACY_SIGNAL_EXEC_V2,validation
1ff797fc200848fb9539dd151073da0da17f29679833b3e6467667d074871e45,300001.SZ,CLOSED,20260311,20260313,1779,LEGACY_SIGNAL_EXEC_V2,validation
bc3a5799fae0bc154f1e27e234fe3deffee442816c2b5de3b11cedc16a1bc397,000002.SZ,CLOSED,20260311,20260313,-34649,LEGACY_SIGNAL_EXEC_V2,validation
4884b56cc43bff18593b0ead6da704faaf747cdce09ca0276817098ea5494f5d,600000.SH,CLOSED,20260316,20260323,177813,LEGACY_SIGNAL_EXEC_V2,validation
d81225eb2559938ca165c7fe97dd1d23c5b7f87c4d698344ea320a7880a1dd5f,000001.SZ,CLOSED,20260316,20260323,90417,LEGACY_SIGNAL_EXEC_V2,validation
f3b5f1ab4e4b8595ddaba669c6aaafc42d6c45e4aa82e21438b50db88a3667bb,601398.SH,CLOSED,20260316,20260323,-117295,LEGACY_SIGNAL_EXEC_V2,validation
